business_id,valoreOP1,valoreOP2,valoreOP3,user_id,vlutente,valoretext,date,stars,valorelib,indice,cum,cum2,cum3
RESDUcs7fIiihp38-d6_6g,0.5599150108833703,0.8214864542663604,0.7267664546658558,N3oNEwh0qgPqPP3Em6wJXw,0.041494057358182346,0.3515403846153846,2012-09-10,0.5,0.2030807692307693,1,0.5599150108833703,0.8214864542663604,0.7267664546658558
RESDUcs7fIiihp38-d6_6g,0.68607501911299,0.8437735620808375,0.7430901939664653,r5ggPC6OccLk6dDl5yqsJQ,0.008746696596009684,0.6406222222222222,2012-09-11,1.0,0.28124444444444446,2,0.966032524554675,1.2545167892140177,1.1064734212993932
RESDUcs7fIiihp38-d6_6g,0.6118634081172521,0.6852744712404705,0.6222615914470503,sdD7FsJOmalb1JQpgqKJhQ,0.01103887369074208,0.4998666666666667,2012-09-12,0.5,0.4997333333333333,3,1.0948796703945898,1.3125328658474793,1.1754983020967469
RESDUcs7fIiihp38-d6_6g,0.6085604124561931,0.7122585347392363,0.6814550806267382,zXFyGQuMZ6zVaj4yP92vQQ,0.000319020812087345,0.5991299999999999,2012-09-12,1.0,0.19826000000000002,4,1.156000247653488,1.3685249676629758,1.2692042316751118
RESDUcs7fIiihp38-d6_6g,0.5266431794502165,0.6320591721562269,0.5518357752393711,eh9iuzICK2tEJ4mM6KSqDA,0.009392274144882862,0.4938285714285715,2012-09-12,1.0,-0.012342857142857147,5,1.1046433032769607,1.3163216559877147,1.186437891076927
RESDUcs7fIiihp38-d6_6g,0.6858279647503768,0.8636359526939414,0.7667768472645039,yoTamFrLccB5qrfcQ8dNiQ,0.00029641303800254093,0.642690625,2012-09-12,1.0,0.28538125000000003,6,1.2381496163888572,1.5217967806877988,1.3599957928029673
RESDUcs7fIiihp38-d6_6g,0.13364026536192913,0.1852363623884764,0.1573065845686509,S2tfbnjoCzMX0U0B_cTXVw,0.02503810979917631,0.12775000000000003,2012-09-13,0.0,0.2555,7,0.7527150735563577,0.9461347527323758,0.8373044809701345
RESDUcs7fIiihp38-d6_6g,0.7240353414479025,0.9010609148065073,0.7465845347327633,-7bM_DeL2Kj2CuYuVDsLNg,0.005511272926952415,0.5947581081081081,2012-09-13,1.0,0.18951621621621623,8,1.1003928782260815,1.374128291172695,1.1652367752178305
RESDUcs7fIiihp38-d6_6g,0.2561899519347371,0.2630558045577278,0.2551474764792895,f46BhcX-pxmm4Bk8g9I6vA,0.0012057479512019853,0.243375,2012-09-14,0.5,-0.013249999999999987,9,0.8063863910477778,0.9501199501440754,0.8377658640882047
RESDUcs7fIiihp38-d6_6g,0.3856320878304188,0.4077973432551074,0.3978265752144029,Q3ozXonKAR2gaaBQzRcTtw,0.0016465995458592175,0.36440000000000006,2012-09-14,0.5,0.2288,10,0.7888252833543077,0.8828573183271451,0.8167095072585053
RESDUcs7fIiihp38-d6_6g,0.9342792022357406,0.964534233383766,0.969310120857162,Utqja8yDvMMto1XHrl1U1w,0.00011052689552748518,0.9294,2012-09-15,1.0,0.8588,11,1.3286918439128943,1.4059628925473384,1.3776648744864146
RESDUcs7fIiihp38-d6_6g,0.6598882548277891,0.8349932302717947,0.7173891465569191,N044aCKJv3G5WuvwT5AJcA,0.5525980539981656,0.400335294117647,2012-09-15,0.5,0.30067058823529413,12,1.3242341767842363,1.5379746765454638,1.4062215838001264
RESDUcs7fIiihp38-d6_6g,0.6523598482021662,0.6734854041171928,0.6768201644540595,tNbPg6Cap7E4-cybH2_aqA,0.00012057479512073144,0.6489464285714286,2012-09-15,1.0,0.2978928571428572,13,1.3144769365942843,1.4424727423899246,1.3799309563541227
RESDUcs7fIiihp38-d6_6g,0.7771082646922176,0.8271828986782491,0.8350873961490584,yGiY4a4xYBgjyhmAst3M2g,0.0037880581466929186,0.7663,2012-09-15,1.0,0.5326000000000001,14,1.4343467329893598,1.5484192698732113,1.5250528743261196
RESDUcs7fIiihp38-d6_6g,0.6243962223968501,0.6683010043757095,0.6779698646128697,sMp6NwrPyE8zjPLOdjuzqw,0.0056594794459527975,0.555256,2012-09-16,1.0,0.110512,15,1.34156958889153,1.442510639312315,1.4404963017759296
RESDUcs7fIiihp38-d6_6g,0.08785176147059826,0.09069669023850972,0.09114577454448504,2m5gEQeqKs_jQuYoG1yyIw,0.00010801492062739726,0.08739318181818179,2012-09-16,0.0,0.17478636363636363,16,0.7586365559163633,0.8119520098946672,0.8113939254324498
RESDUcs7fIiihp38-d6_6g,0.7677447887044232,0.821394063331034,0.7998026546139237,xUDVksFzdwUjzfPsqn8fXw,0.0005576584274304963,0.7633940000000001,2012-09-16,1.0,0.5267880000000001,17,1.147063066662605,1.2273700682783677,1.2054996173301487
RESDUcs7fIiihp38-d6_6g,0.7146834865782201,0.7378272867352395,0.7414806356515204,vu_jkKQizHmkjYAO7gd7mg,0.0036838111884112124,0.70842,2012-09-17,1.0,0.41684,18,1.2882150199095226,1.3515123208744233,1.3442304443165947
RESDUcs7fIiihp38-d6_6g,0.6452394801320047,0.7312388116929437,0.7198062607718863,fxWe14nnexLIwupKgyElcQ,0.0008829591767653966,0.6348827586206895,2012-09-17,1.0,0.2697655172413793,19,1.289346990086766,1.4069949721301553,1.3919214829301836
RESDUcs7fIiihp38-d6_6g,0.6620026307262191,0.6834404516311124,0.6868245043466976,nU8D5d8RdPA8PIo1jMc0RA,0.000967110335858834,0.6579818181818182,2012-09-17,1.0,0.3159636363636364,20,1.3066761257696022,1.3869379376961901,1.3827852458117893
RESDUcs7fIiihp38-d6_6g,-0.18766506810399444,-0.17848673325708928,-0.1717881074717066,dXIO-WFQJ8pwQ5M2STewZA,0.007581140243180684,-0.162825,2012-09-17,-0.5,0.17434999999999998,21,0.4656729947808067,0.5149822355910058,0.5196045154341881
RESDUcs7fIiihp38-d6_6g,0.6678328709847206,0.8645688956495318,0.7493387740356525,H3yXN4G5ABqBhTWDWEyyxw,0.0010173498338268416,0.6253766666666667,2012-09-18,1.0,0.25075333333333333,22,0.9006693683751239,1.1220600134450347,1.0091410317527465
RESDUcs7fIiihp38-d6_6g,0.4383386959141509,0.5018410724764079,0.46037722990231217,cviyGIyg_hAa8_BZ9FIFRw,0.009907228999042061,0.4318195652173913,2012-09-18,0.5,0.3636391304347827,23,0.8886733801017128,1.062871079198925,0.9649477457786855
