business_id,valoreOP1,valoreOP2,valoreOP3,user_id,vlutente,valoretext,date,stars,valorelib,indice,cum,cum2,cum3
4JNXUYY8wbaaDmk3BPzlWw,0.8035322426807637,0.8295532575685755,0.83366078726966,qEYG5IE5dTekjIhdoV31bQ,0.0023499525173953373,0.79755,2005-10-10,1.0,0.5951,1,0.8035322426807637,0.8295532575685755,0.83366078726966
4JNXUYY8wbaaDmk3BPzlWw,0.7873249907724463,0.7969376895710069,0.8019399531279242,k2zuwaAne-FhHd8M6bXnyQ,0.0009683663233097661,0.7099500000000001,2005-10-15,1.0,0.4199,2,1.1890911121128283,1.2117143183552945,1.2187703467627542
4JNXUYY8wbaaDmk3BPzlWw,0.8657481665955657,0.9015871795720068,0.9110588053553458,gjhzKWsqCIrpEd9pevbKZw,0.9044240022718295,0.40842500000000004,2005-12-02,0.5,0.31684999999999997,3,1.4602937226519799,1.5074443387496541,1.520443978736723
4JNXUYY8wbaaDmk3BPzlWw,0.3980044581906375,0.4258166306654488,0.4146234880294334,8-lLoii2bEEB_IDJlryyDw,0.0030897291249551984,0.39474999999999993,2006-01-07,0.5,0.2895,4,1.1281513195166275,1.1795388000402758,1.174845477397795
4JNXUYY8wbaaDmk3BPzlWw,0.6100942153298439,0.6045749760253101,0.605126530961885,_W4y7ku6Q0uGoiI3ePtkgQ,0.008680129261204428,0.5752818181818182,2006-01-31,1.0,0.15056363636363637,5,1.1741698750881575,1.194344376045448,1.1925492696607825
4JNXUYY8wbaaDmk3BPzlWw,0.4524918567972114,0.49852936468204073,0.4881698935910838,kxGmX1lBXJAv-4mI_QduWg,0.07008535565105589,0.41855416666666656,2006-04-23,0.5,0.33710833333333334,6,1.0395767943412901,1.0957015527047647,1.084444528421475
4JNXUYY8wbaaDmk3BPzlWw,0.6989829087004263,0.7216182725446196,0.7251913625907126,HiN8a5gtHhwAY2rWrrRy1w,0.006688133166822041,0.6907892857142857,2006-05-11,1.0,0.38157857142857143,7,1.2187713058710714,1.269469048897002,1.2674136268014502
4JNXUYY8wbaaDmk3BPzlWw,0.12976334791064098,0.13396551159309641,0.13462884129829517,iYzbRy7B_Ho3NX-1rXvRLQ,0.05228173355909149,0.12268571428571429,2006-05-16,0.0,0.24537142857142857,8,0.7391490008461767,0.7687000360415974,0.7683356546990203
4JNXUYY8wbaaDmk3BPzlWw,0.7842976106562244,0.809695744943001,0.8137049502482074,j8aF-ZCiSfKySt00chEeyQ,0.0010236297710708442,0.77949,2006-05-17,1.0,0.55898,9,1.1538721110793126,1.1940457629637997,1.1978727775977176
4JNXUYY8wbaaDmk3BPzlWw,0.621479278083808,0.6847099345812658,0.6704816197105667,PgYLjIuU4Bpj7Kx46kx18g,0.002564726371200976,0.6135833333333334,2006-06-22,1.0,0.22716666666666666,10,1.1984153336234642,1.2817328160631658,1.2694180085094255
4JNXUYY8wbaaDmk3BPzlWw,0.5948526342919078,0.6141159176186896,0.6171567101760245,fa3P8dibTRU8QG-XwVMigw,0.019163856499414322,0.5806833333333334,2006-07-25,1.0,0.16136666666666669,11,1.19406030110364,1.2549823256502726,1.2518657144307372
4JNXUYY8wbaaDmk3BPzlWw,0.7722943507946715,0.8552193088966945,0.80783274880716,ri13A5y7jxFIgeHOAMmAiw,0.005236211675583746,0.7643437500000001,2006-08-09,1.0,0.5286875,12,1.3693245013464914,1.482710471721831,1.4337656060225288
4JNXUYY8wbaaDmk3BPzlWw,0.3325004475176682,0.39947773229725997,0.3844063420916751,WBmqTb2IrJu9_nIWgZu21g,0.013010773985936197,0.3216190476190477,2006-08-24,0.5,0.14323809523809525,13,1.0171626981909139,1.1408329681581755,1.1012891451029394
4JNXUYY8wbaaDmk3BPzlWw,0.3810600781905707,0.4177053156551627,0.42348992482348646,vjjOAKIzy-bF1DeL8ynfow,0.0461349309828627,0.35872499999999996,2006-09-11,0.5,0.21745000000000006,14,0.8896414272860276,0.9881217997342504,0.9741344973749562
4JNXUYY8wbaaDmk3BPzlWw,-0.24954698674068948,-0.25762813832649817,-0.25890378304292405,gASYZdJDaagm4jht9oZLBA,0.0016993510187237604,-0.24785000000000001,2006-09-13,-0.5,0.004299999999999998,15,0.1952737269023243,0.23643276154062703,0.22816346564455403
4JNXUYY8wbaaDmk3BPzlWw,0.6656906368635628,0.687247887528096,0.690650792747591,w8_PFQ72PYxYc8ZF53aPJA,0.011383014251814316,0.6548333333333334,2006-09-19,1.0,0.3096666666666667,16,0.763327500314725,0.8054642682984094,0.8047325255698681
4JNXUYY8wbaaDmk3BPzlWw,0.37051023745019174,0.3825085766488945,0.3844025663658537,peXWpBYKrFs0h7HzFgkUTA,0.022347784683056204,0.3605583333333333,2006-10-02,0.5,0.22111666666666666,17,0.7521739876075542,0.7852407107980992,0.7867688291507877
4JNXUYY8wbaaDmk3BPzlWw,0.6775958411829808,0.6995386214907358,0.7030023842312387,pIZjbHX2TjMZgduEqa-bYQ,0.006467079375768847,0.6698,2006-10-28,0.5,0.8396,18,1.0536828349867577,1.0921589768897855,1.0963867988066327
4JNXUYY8wbaaDmk3BPzlWw,0.8279855371011501,0.8547984300299053,0.8590309611034126,F_NG8ZaNVriV_hujoOejIA,0.014161258489375328,0.8122499999999999,2006-11-04,1.0,0.6244999999999999,19,1.3548269545945288,1.400877918474798,1.407224360506729
