business_id,valoreOP1,valoreOP2,valoreOP3,user_id,vlutente,valoretext,date,stars,valorelib,cumop1,cumop2,cumop3
4JNXUYY8wbaaDmk3BPzlWw,-0.019785149843708272,-0.02064018607631435,-0.02147200410584893,qEYG5IE5dTekjIhdoV31bQ,18.71,1.5951,2005-10-10,1.0,0.5951,-0.019785149843708272,-0.02064018607631435,-0.02147200410584893
4JNXUYY8wbaaDmk3BPzlWw,-0.01978427653349768,-0.020639324786522195,-0.02147115451006476,k2zuwaAne-FhHd8M6bXnyQ,7.709999999999999,1.4199000000000002,2005-10-15,1.0,0.4199,-0.019784713188602976,-0.020639755431418272,-0.021471579307956845
4JNXUYY8wbaaDmk3BPzlWw,-0.016977409069077964,-0.01778161172705306,-0.01856397654949382,gjhzKWsqCIrpEd9pevbKZw,7200.9,0.8168500000000001,2005-12-02,0.5,0.31684999999999997,-0.018848945148761304,-0.019687040863296534,-0.02050237838846917
4JNXUYY8wbaaDmk3BPzlWw,-0.019786569810435806,-0.0206412790811612,-0.021472779027347677,8-lLoii2bEEB_IDJlryyDw,24.599999999999998,0.7894999999999999,2006-01-07,0.5,0.2895,-0.01908335131417993,-0.0199256004177627,-0.020744978548188797
4JNXUYY8wbaaDmk3BPzlWw,-0.0197663612063963,-0.020622882998952985,-0.021456146248588936,_W4y7ku6Q0uGoiI3ePtkgQ,69.11,1.1505636363636365,2006-01-31,1.0,0.15056363636363637,-0.019219953292623205,-0.020065056934000756,-0.020887212088268825
4JNXUYY8wbaaDmk3BPzlWw,-0.019703394634099647,-0.020545320841057313,-0.02136438484300074,kxGmX1lBXJAv-4mI_QduWg,558.01,0.8371083333333331,2006-04-23,0.5,0.33710833333333334,-0.019300526849535943,-0.020145100918510184,-0.020966740880724144
4JNXUYY8wbaaDmk3BPzlWw,-0.01977843931889578,-0.020633567916522155,-0.021465475802937783,HiN8a5gtHhwAY2rWrrRy1w,53.25,1.3815785714285713,2006-05-11,1.0,0.38157857142857143,-0.019368800059444493,-0.02021488191822618,-0.021037988726754664
4JNXUYY8wbaaDmk3BPzlWw,-0.019774208452868258,-0.02062939528498986,-0.021461359824563653,iYzbRy7B_Ho3NX-1rXvRLQ,416.26,0.24537142857142857,2006-05-16,0.0,0.24537142857142857,-0.019419476108622463,-0.02026669608907164,-0.021090910113980788
4JNXUYY8wbaaDmk3BPzlWw,-0.019787798623083663,-0.020642798397355167,-0.02147458095856769,j8aF-ZCiSfKySt00chEeyQ,8.15,1.55898,2006-05-17,1.0,0.55898,-0.019460400832451485,-0.020308485234436475,-0.02113354020782378
4JNXUYY8wbaaDmk3BPzlWw,-0.019785133855030335,-0.020639370677788982,-0.021470411005164225,PgYLjIuU4Bpj7Kx46kx18g,20.42,1.2271666666666667,2006-06-22,1.0,0.22716666666666666,-0.01949287413470937,-0.020341573778771726,-0.02116722728755782
4JNXUYY8wbaaDmk3BPzlWw,-0.019762490576987313,-0.02061783869632139,-0.021449960143411273,fa3P8dibTRU8QG-XwVMigw,152.58,1.1613666666666669,2006-07-25,1.0,0.16136666666666669,-0.019517384720371,-0.02036668877127624,-0.02119293027445359
4JNXUYY8wbaaDmk3BPzlWw,-0.019777920973377716,-0.020631071475348817,-0.021461054980589145,ri13A5y7jxFIgeHOAMmAiw,41.690000000000005,1.5286875000000002,2006-08-09,1.0,0.5286875,-0.019539096074788227,-0.02038872066328229,-0.021215273999964885
4JNXUYY8wbaaDmk3BPzlWw,-0.019774435051858275,-0.020624502324293248,-0.021451486323992297,WBmqTb2IrJu9_nIWgZu21g,103.59000000000002,0.6432380952380954,2006-08-24,0.5,0.14323809523809525,-0.019557199073024386,-0.020406857714129287,-0.021233444178736224
4JNXUYY8wbaaDmk3BPzlWw,-0.019741093572893664,-0.02058869755786663,-0.021413285159794126,vjjOAKIzy-bF1DeL8ynfow,367.32,0.7174499999999999,2006-09-11,0.5,0.21745000000000006,-0.01957033439444362,-0.02041984627439624,-0.021246289963097503
4JNXUYY8wbaaDmk3BPzlWw,-0.019791109403827223,-0.02064606360784338,-0.02147780183624448,gASYZdJDaagm4jht9oZLBA,13.53,-0.49570000000000003,2006-09-13,-0.5,0.004299999999999998,-0.019585052728402528,-0.020434927429959383,-0.021261724087973968
4JNXUYY8wbaaDmk3BPzlWw,-0.01977149083965557,-0.02062671507755498,-0.02145871600716598,w8_PFQ72PYxYc8ZF53aPJA,90.63,1.3096666666666668,2006-09-19,1.0,0.3096666666666667,-0.01959670511035584,-0.020446914157934107,-0.02127403608292347
4JNXUYY8wbaaDmk3BPzlWw,-0.01977009901169602,-0.02062534240699687,-0.021457361973796774,peXWpBYKrFs0h7HzFgkUTA,177.93,0.7211166666666666,2006-10-02,0.5,0.22111666666666666,-0.019606904751611146,-0.02045740993729074,-0.021284819958857195
4JNXUYY8wbaaDmk3BPzlWw,-0.019779154157730794,-0.020634272916170815,-0.0214661712305797,pIZjbHX2TjMZgduEqa-bYQ,51.49000000000001,1.3396,2006-10-28,0.5,0.8396,-0.01961647416306224,-0.020467235658339633,-0.021294895029508445
4JNXUYY8wbaaDmk3BPzlWw,-0.019761499806367322,-0.02061686156286835,-0.02144899627681296,F_NG8ZaNVriV_hujoOejIA,112.75,1.6244999999999998,2006-11-04,1.0,0.6244999999999999,-0.019624107091657243,-0.020475110705946407,-0.02130300562147184
4JNXUYY8wbaaDmk3BPzlWw,-0.019759870792972256,-0.02061525497154304,-0.021447411498694002,w1hbc2RJychGWMWg493DXw,141.3,1.3727999999999998,2006-12-19,1.0,0.3728,-0.019630895276722994,-0.020482117919226238,-0.021310225915332947
4JNXUYY8wbaaDmk3BPzlWw,-0.01978817353910478,-0.020643168152956415,-0.021474945693878533,ppOs2r83jLoAsNzJsYSX-Q,10.12,1.0641818181818183,2007-01-10,1.0,0.06418181818181817,-0.019638384717788792,-0.020489786977975294,-0.02131806971431131
4JNXUYY8wbaaDmk3BPzlWw,-0.019789067138283434,-0.020644049452455127,-0.021475815027691025,U82S0B64Ya3LD4A5UNKEMQ,9.170000000000002,0.5938625000000002,2007-01-15,0.5,0.0938625,-0.019645233918720365,-0.02049679890863347,-0.02132523995582857
4JNXUYY8wbaaDmk3BPzlWw,-0.019778421875581875,-0.020632512770217604,-0.021463411132096155,qDgApqioN9qReeLiNytQqw,100.82000000000002,0.6701999999999999,2007-01-30,0.5,0.17020000000000002,-0.019651024699453477,-0.02050269951131104,-0.021331247398274987
4JNXUYY8wbaaDmk3BPzlWw,-0.019770756243676635,-0.020624265365928984,-0.021454597753244986,ra3OzaxpILytSjHRRKoT8g,148.6,0.7581909090909091,2007-02-05,0.5,0.25819090909090914,-0.019656013513796106,-0.020507764755253455,-0.021336386996398737
4JNXUYY8wbaaDmk3BPzlWw,-0.019787243999695114,-0.02064225140791498,-0.02147404139577902,dZBXRw0BtYd-C3MEjtHUFw,12.620000000000001,1.3113700000000001,2007-02-14,1.0,0.31137000000000004,-0.019661262733232068,-0.020513144221359917,-0.021341893172373946
4JNXUYY8wbaaDmk3BPzlWw,-0.019722490844654272,-0.020578389528390417,-0.02141104658950277,VJ6gRN2AGplIhnyVA_mMxg,317.4,1.374755,2007-02-27,1.0,0.37475500000000006,-0.01966361766059446,-0.020515653656245705,-0.021344552919186594
4JNXUYY8wbaaDmk3BPzlWw,-0.019789283603771413,-0.02064419883403623,-0.02147589914700454,aXIYpxSxwxxBgcSy0xmMgw,31.570000000000004,0.12939999999999996,2007-03-08,0.0,0.12940000000000002,-0.0196682719547862,-0.020520414588756464,-0.021349417594290963
4JNXUYY8wbaaDmk3BPzlWw,-0.019787164641584587,-0.020641919056185953,-0.021473462920382547,qdssYyyQfBJPjIUMEGTykQ,25.169999999999998,0.6383235294117648,2007-03-15,0.5,0.13832352941176468,-0.019672518122171856,-0.020524754034021802,-0.02135384778450852
4JNXUYY8wbaaDmk3BPzlWw,-0.019783251979090144,-0.020637709447658192,-0.02146896442928492,2kfZn40wZZLQRhtnZ4XBGA,27.019999999999996,1.4192857142857145,2007-03-17,1.0,0.4192857142857143,-0.019676336531031107,-0.02052864904828513,-0.021357817323983567
4JNXUYY8wbaaDmk3BPzlWw,-0.019787164655835632,-0.02064180859993492,-0.021473244993416518,4CM3z0SXk4VN5-3zoCUnZg,5.03,1.3249208333333335,2007-04-04,1.0,0.3249208333333334,-0.019680030801857925,-0.02053242103334012,-0.021361664912964665
4JNXUYY8wbaaDmk3BPzlWw,-0.019761362742602095,-0.020616726385676687,-0.021448862934965174,liDy_VOjCGwHeN1t5HT6bg,176.68,1.045,2007-04-09,0.5,0.5449999999999999,-0.019682654412849672,-0.020535140560834848,-0.021364477752384037
4JNXUYY8wbaaDmk3BPzlWw,-0.019788086843658848,-0.02064276841140078,-0.02147424140686849,zA12DnH8zntG3HzXpmrYBg,16.4,0.5936703703703703,2007-04-12,0.5,0.09367037037037038,-0.01968594917631246,-0.020538503931165034,-0.021367907866586676
4JNXUYY8wbaaDmk3BPzlWw,-0.01978887672658547,-0.020643861661622465,-0.021475629786554817,SBfVvcr0WD3BDymjDWhl4w,7.569999999999999,0.8487999999999998,2007-04-24,0.5,0.3488,-0.019689068192987397,-0.020541696589663743,-0.02137117216719177
4JNXUYY8wbaaDmk3BPzlWw,-0.01978770415355835,-0.0206427052281275,-0.021474489054328583,AkHyqcLznqqAnN0CBFw3OA,16.779999999999998,0.8367384615384617,2007-04-26,0.5,0.33673846153846154,-0.01969196925065125,-0.020544667431971503,-0.021374210899166385
4JNXUYY8wbaaDmk3BPzlWw,-0.019784803206005286,-0.020639378402764752,-0.021470747915715904,cIofonsOncByjjfeUAg80A,24.39,1.2061666666666668,2007-05-08,1.0,0.2061666666666667,-0.01969462164937565,-0.020547373459708453,-0.021376969099639227
4JNXUYY8wbaaDmk3BPzlWw,-0.019788939389969062,-0.020643828496610173,-0.02147550339533222,lx1MQwkKxiOD8a5LUId-cg,6.72,0.8087499999999999,2007-05-11,0.5,0.30874999999999997,-0.01969724158661436,-0.020550052766289056,-0.021379706163408476
